# file...... output/IEEE_123_feeder_0_climate.csv
# date...... Thu Dec 13 16:22:36 2018
# user...... mukh614
# host...... (null)
# target.... climate 2
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,temperature,humidity
2013-08-28 06:06:00 PST,+81.9862,+0.4379
2013-08-28 06:07:00 PST,+81.98,+0.437531
2013-08-28 06:08:00 PST,+81.9748,+0.437156
2013-08-28 06:09:00 PST,+81.9704,+0.436775
2013-08-28 06:10:00 PST,+81.967,+0.436389
2013-08-28 06:11:00 PST,+81.9644,+0.435997
2013-08-28 06:12:00 PST,+81.9628,+0.4356
2013-08-28 06:13:00 PST,+81.962,+0.435197
2013-08-28 06:14:00 PST,+81.9622,+0.434789
2013-08-28 06:15:00 PST,+81.9632,+0.434375
2013-08-28 06:16:00 PST,+81.9652,+0.433956
2013-08-28 06:17:00 PST,+81.968,+0.433531
2013-08-28 06:18:00 PST,+81.9718,+0.4331
2013-08-28 06:19:00 PST,+81.9764,+0.432664
2013-08-28 06:20:00 PST,+81.982,+0.432222
2013-08-28 06:21:00 PST,+81.9884,+0.431775
2013-08-28 06:22:00 PST,+81.9958,+0.431322
2013-08-28 06:23:00 PST,+82.004,+0.430864
2013-08-28 06:24:00 PST,+82.0132,+0.4304
2013-08-28 06:25:00 PST,+82.0232,+0.429931
2013-08-28 06:26:00 PST,+82.0342,+0.429456
2013-08-28 06:27:00 PST,+82.046,+0.428975
2013-08-28 06:28:00 PST,+82.0588,+0.428489
2013-08-28 06:29:00 PST,+82.0724,+0.427997
2013-08-28 06:30:00 PST,+82.087,+0.4275
2013-08-28 06:31:00 PST,+82.1024,+0.426997
2013-08-28 06:32:00 PST,+82.1188,+0.426489
2013-08-28 06:33:00 PST,+82.136,+0.425975
2013-08-28 06:34:00 PST,+82.1542,+0.425456
2013-08-28 06:35:00 PST,+82.1732,+0.424931
2013-08-28 06:36:00 PST,+82.1932,+0.4244
2013-08-28 06:37:00 PST,+82.214,+0.423864
2013-08-28 06:38:00 PST,+82.2358,+0.423322
2013-08-28 06:39:00 PST,+82.2584,+0.422775
2013-08-28 06:40:00 PST,+82.282,+0.422222
2013-08-28 06:41:00 PST,+82.3064,+0.421664
2013-08-28 06:42:00 PST,+82.3318,+0.4211
2013-08-28 06:43:00 PST,+82.358,+0.420531
2013-08-28 06:44:00 PST,+82.3852,+0.419956
2013-08-28 06:45:00 PST,+82.4132,+0.419375
2013-08-28 06:46:00 PST,+82.4422,+0.418789
2013-08-28 06:47:00 PST,+82.472,+0.418197
2013-08-28 06:48:00 PST,+82.5028,+0.4176
2013-08-28 06:49:00 PST,+82.5344,+0.416997
2013-08-28 06:50:00 PST,+82.567,+0.416389
2013-08-28 06:51:00 PST,+82.6004,+0.415775
2013-08-28 06:52:00 PST,+82.6348,+0.415156
2013-08-28 06:53:00 PST,+82.67,+0.414531
2013-08-28 06:54:00 PST,+82.7062,+0.4139
2013-08-28 06:55:00 PST,+82.7432,+0.413264
2013-08-28 06:56:00 PST,+82.7812,+0.412622
2013-08-28 06:57:00 PST,+82.82,+0.411975
2013-08-28 06:58:00 PST,+82.8598,+0.411322
2013-08-28 06:59:00 PST,+82.9004,+0.410664
2013-08-28 07:00:00 PST,+82.942,+0.41
2013-08-28 07:01:00 PST,+83.0213,+0.408921
2013-08-28 07:02:00 PST,+83.1003,+0.40785
2013-08-28 07:03:00 PST,+83.1789,+0.406787
